well_id,Bias_Formation_Marker_Baseline,Bias_Last_Known_TVT,Bias_Linear_Extrapolation_10,Bias_Linear_Extrapolation_100,Bias_Linear_Extrapolation_50,Bias_Z_to_TVT_Linear_Model,MAE_Formation_Marker_Baseline,MAE_Last_Known_TVT,MAE_Linear_Extrapolation_10,MAE_Linear_Extrapolation_100,MAE_Linear_Extrapolation_50,MAE_Z_to_TVT_Linear_Model,RMSE_Formation_Marker_Baseline,RMSE_Last_Known_TVT,RMSE_Linear_Extrapolation_10,RMSE_Linear_Extrapolation_100,RMSE_Linear_Extrapolation_50,RMSE_Z_to_TVT_Linear_Model
109d9d70_,860.7279701730884,-5.18734994068786,-31.377652971090523,-23.384329478623076,-28.67548055299164,-117.53503191174553,860.7279701730884,7.284341637010576,32.34223976428587,24.64903843179674,29.738497585111954,117.53503191174553,978.8048382708394,9.371137061320914,38.510891591871896,29.382542089854006,35.419162988091124,132.40730475343628
10a1281a_,458.42638095641314,-2.509816366553439,36.080183632967994,38.5451836334095,42.00381628634894,-168.5902648389489,458.42638095641314,3.008108397218611,36.13209773206791,38.56980925132908,42.01210807105387,168.5902648389489,499.39263010333843,3.5911852573850855,42.305381756670435,45.146057926937324,49.13288030736869,180.32465155952207
10b89021_,992.6193036706318,13.903258219431017,-19.40719632627598,-31.8540604123991,-37.08745006388027,-110.98657675845405,992.6193036706318,13.903258219431017,19.914138238913697,31.896773393147043,37.10548879411192,110.98657675845405,1059.7723824962009,14.721334704881999,26.885267611772704,40.880779959076335,46.83341179504188,117.48296222188428
10be2420_,995.5533224936889,11.578043411799644,-8.946320225511629,-11.369936666213846,-10.918233178871954,-108.60258717550404,995.5533224936889,11.62637114032317,8.946324672302989,11.3699378562075,10.918234706502266,108.60258717550404,1103.7213943440795,13.259451874685324,10.833566057699894,13.587099122305661,13.07246450520331,118.93719834847055
113011eb_,542.8560522824995,-1.0127995110026504,13.269382307300411,6.125149003845502,9.99988284191156,70.30422091456943,542.8560522824995,4.0868154034229764,14.340671371517761,8.871323602602262,11.73589670643725,70.30422091456943,624.0729539121063,5.177910618587731,17.84193381191029,10.223764781562252,14.26877342494982,80.21838874881738
1131525f_,451.44957376826267,-12.86002163981705,64.03694805688465,68.91911307366412,61.47563262203711,49.181232806803585,451.44957376826267,12.86002163981705,64.03697516130225,68.91911504464267,61.47570591511967,49.181232806803585,513.6554155758054,14.670165574890584,75.33811475178796,80.96175726107026,72.3886374485731,55.44272545235134
11d0f5ac_,751.5548739697191,-19.230178169158233,-73.99017817012225,-31.34361183253202,-49.40309629649662,-106.51461118033315,751.5548739697191,19.27818963751785,73.99017817012225,31.3512504077514,49.40418689343987,106.51461118033315,840.1753055364592,22.169205194123972,84.54212624869538,35.708499839198815,56.301346591460266,117.78866711654273
12203f2a_,403.1890355369634,12.143532658693355,-0.014830978377121563,-5.0542441789961,-5.990524484186499,-92.174877397822,403.3537871048212,12.147672493099986,4.540361350361076,6.060891159055166,6.668289321558265,92.174877397822,462.32994301830206,13.762320645487467,6.36571648482363,9.713528738526149,10.574148137991852,99.01668508145184
122bd617_,984.9148920716223,-5.392921225382867,46.1347151370357,54.237714358114424,49.70381658969337,-110.49418034555227,984.9148920716223,9.133967177242846,46.20947845516296,54.237714358114424,49.70381658969337,110.49418034555227,1101.8506461550476,11.670160284769418,56.24583759715672,65.4511142768717,60.29473721089893,122.85917155448836
125be846_,959.7008439788035,16.976098310291864,-7.292174416156827,-16.94693448301364,-5.902289444942145,-139.65234306382828,959.7008439788035,16.976098310291864,10.320031643060426,17.7124163214995,9.387703688013582,139.65234306382828,1071.1961288225261,18.441379950265283,13.509187866144064,23.58946737539245,12.211833550249175,153.86771920716566
1285a37b_,663.6644175496078,5.089044130783481,26.802498675755565,30.55011865819702,31.571011477734682,-122.22566865278733,663.6644175496078,5.098252635339538,26.802502812170637,30.5501196267627,31.57101205530357,122.22566865278733,754.4715726216516,5.549117512133954,29.857263384803662,34.164529232393704,35.33871924598534,137.9517741698504
1295a25b_,336.91371634811964,-5.309340659340366,-100.87103762716251,23.323521026831866,-17.836998762490538,95.49960898988107,336.91371634811964,8.37123221041238,100.87103804204818,23.323521026831866,17.970153939229228,95.49960898988107,386.89100166061826,9.716800903498608,113.78981168521103,31.369837344039613,19.81500716382728,106.5146115517129
12f0cd90_,999.9453233101526,-0.2953405078191329,-95.4633405074864,-41.938300363802604,-87.46460149234584,176.8651375995449,999.9453233101526,6.239994955439722,95.52292483572035,42.37448895389419,87.55566928360504,176.8651375995449,1106.0457125747596,7.895034499573364,110.23260875169414,48.78971430883319,101.02273125950656,194.13156567317262
137d1e44_,1107.1144758360451,-16.474857268335754,55.16287000330686,56.2201001273809,52.5774116393016,-91.35688619509901,1107.1144758360451,21.009209486166085,55.16301700694011,56.220174051136915,52.577755095788284,91.35688619509901,1295.5652649466913,25.010172511867026,61.801451452485054,63.00014002300766,58.87387015355234,106.06564801702598
13ce113d_,-556.378418778621,-0.5228995279843035,3.5230095635922245,9.38152153414078,6.397725922114611,-72.91850861862449,556.378418778621,2.6264463924476575,3.615722124005505,9.38152153414078,6.3977263738124845,72.91850861862449,584.3736816717308,3.381014512965784,4.198457838592285,10.195707916423608,6.967875073522182,77.82569215070353
